004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
287,48051,893 12.8V 37.5W                                              ,LAMPARAS            ,NARVA                                   , 21.00,          34.80
287,48055,885 12.8V 50W                                                ,LAMPARAS            ,NARVA                                   , 21.00,          38.80
287,48040,881 12.8V 27W                                                ,LAMPARAS            ,NARVA                                   , 21.00,          35.30
287,48042,H27W/2 12V                                                   ,LAMPARAS            ,NARVA                                   , 21.00,          35.30
287,48045,889 12.8V 27W                                                ,LAMPARAS            ,NARVA                                   , 21.00,          35.30
287,48052,896 12.8V 37.5W                                              ,LAMPARAS            ,NARVA                                   , 21.00,          34.80
287,48053,898 12.8V 37.5W                                              ,LAMPARAS            ,NARVA                                   , 21.00,          36.85
287,48054,894 12.8V 37.5W                                              ,LAMPARAS            ,NARVA                                   , 21.00,          34.80
287,48056,886 12.8V 50W                                                ,LAMPARAS            ,NARVA                                   , 21.00,          34.80
287,49201,R2 P45 6V 45/40W                                             ,LAMPARAS            ,NARVA                                   , 21.00,          14.75
287,49210,R2 P45 12V 45/40W                                            ,LAMPARAS            ,NARVA                                   , 21.00,           9.45
287,49211,R2 P45 12V 75/75W                                            ,LAMPARAS            ,NARVA                                   , 21.00,           9.75
287,49320,R2 P45 24V 55/50W                                            ,LAMPARAS            ,NARVA                                   , 21.00,          14.45
287,49321,R2 P45 24V 75/75W                                            ,LAMPARAS            ,NARVA                                   , 21.00,          14.45
287,17161,R5W 6V BULBO CHICO                                           ,LAMPARAS            ,NARVA                                   , 21.00,           3.10
287,17301,R10W 6V BULBO CHICO                                          ,LAMPARAS            ,NARVA                                   , 21.00,           3.35
287,17171,R5W 12V BULBO CHICO                                          ,LAMPARAS            ,NARVA                                   , 21.00,           1.95
287,17311,R10W 12V BULBO CHICO                                         ,LAMPARAS            ,NARVA                                   , 21.00,           2.10
287,17410,12V 15W BULBO CHICO                                          ,LAMPARAS            ,NARVA                                   , 21.00,           2.50
287,17181,R5W 24V BULBO CHICO                                          ,LAMPARAS            ,NARVA                                   , 21.00,           2.30
287,17326,R10W 24V BULBO CHICO                                         ,LAMPARAS            ,NARVA                                   , 21.00,           2.60
287,17420,24V 15W BULBO CHICO                                          ,LAMPARAS            ,NARVA                                   , 21.00,           3.35
287,17172,R5W 12V 2 POLOS                                              ,LAMPARAS            ,NARVA                                   , 21.00,           5.80
287,17182,R5W 24V 2 POLOS                                              ,LAMPARAS            ,NARVA                                   , 21.00,           6.00
287,17411,12V 15W BULBO GRANDE                                         ,LAMPARAS            ,NARVA                                   , 21.00,           3.85
287,17511,12V 18W BULBO GRANDE                                         ,LAMPARAS            ,NARVA                                   , 21.00,           5.30
287,17635,P21W 12V BULBO GRANDE                                        ,LAMPARAS            ,NARVA                                   , 21.00,           2.40
287,17421,24V 15W BULBO GRANDE                                         ,LAMPARAS            ,NARVA                                   , 21.00,           4.25
287,17521,24V 18W BULBO GRANDE                                         ,LAMPARAS            ,NARVA                                   , 21.00,           6.00
287,17643,P21W 24V BULBO GRANDE                                        ,LAMPARAS            ,NARVA                                   , 21.00,           3.75
287,17638,PY21W 12V PATA CRUZADA AMBAR                                 ,LAMPARAS            ,NARVA                                   , 21.00,           6.65
287,17640,PY21W 12V PATA CRUZADA BLANCA                                ,LAMPARAS            ,NARVA                                   , 21.00,           6.85
287,17645,PY21W 24V PATA CRUZADA AMBAR                                 ,LAMPARAS            ,NARVA                                   , 21.00,          15.25
287,17404,12V 15W 2 POLOS                                              ,LAMPARAS            ,NARVA                                   , 21.00,           4.90
287,17646,P21W 24V 2 POLOS                                             ,LAMPARAS            ,NARVA                                   , 21.00,          12.05
287,17632,12V 21W BASE DE VIDRIO                                       ,LAMPARAS            ,NARVA                                   , 21.00,          16.75
287,17941,P27W 12.8V BASE PLASTICA                                     ,LAMPARAS            ,NARVA                                   , 21.00,          10.15
287,17631,12V 21W BASE DE VIDRIO                                       ,LAMPARAS            ,NARVA                                   , 21.00,           8.40
287,17904,P21/5W 6V PATA DESPAREJA                                     ,LAMPARAS            ,NARVA                                   , 21.00,           7.75
287,17916,P21/5W 12V PATA DESPAREJA                                    ,LAMPARAS            ,NARVA                                   , 21.00,           2.85
287,17918,12V 21/5W PATA PAREJA                                        ,LAMPARAS            ,NARVA                                   , 21.00,           3.75
287,17881,P21/4W 12V PATA CRUZADA                                      ,LAMPARAS            ,NARVA                                   , 21.00,           7.25
287,17925,P21/5W 24V PATA DESPAREJA                                    ,LAMPARAS            ,NARVA                                   , 21.00,           4.90
287,17927,24V 21/5W PATA PAREJA                                        ,LAMPARAS            ,NARVA                                   , 21.00,           4.90
287,17919,12V 21/5W BASE DE VIDRIO                                     ,LAMPARAS            ,NARVA                                   , 21.00,          18.05
287,17945,P27/7W 12.8V BASE PLASTICA                                   ,LAMPARAS            ,NARVA                                   , 21.00,          10.15
287,17948,P27/7W 12.8V BASE PLASTICA AM- BAR                           ,LAMPARAS            ,NARVA                                   , 21.00,          20.60
287,17051,12V 2W                                                       ,LAMPARAS            ,NARVA                                   , 21.00,           4.75
287,17061,24V 3W                                                       ,LAMPARAS            ,NARVA                                   , 21.00,           4.75
287,17043,6V 2W                                                        ,LAMPARAS            ,NARVA                                   , 21.00,           2.95
287,17121,T4W 6V                                                       ,LAMPARAS            ,NARVA                                   , 21.00,           3.25
287,17053,12V 2W                                                       ,LAMPARAS            ,NARVA                                   , 21.00,           2.30
287,17131,T4W 12V                                                      ,LAMPARAS            ,NARVA                                   , 21.00,           1.65
287,17137,T4W 12V SUPER BLANCA                                         ,LAMPARAS            ,NARVA                                   , 21.00,          17.95
287,17063,24V 2W                                                       ,LAMPARAS            ,NARVA                                   , 21.00,           2.60
287,17141,T4W 24V 4W                                                   ,LAMPARAS            ,NARVA                                   , 21.00,           2.15
287,17830,H5W 12V HALOGENA                                             ,LAMPARAS            ,NARVA                                   , 21.00,          26.50
287,17833,H10W 12V HALOGENA                                            ,LAMPARAS            ,NARVA                                   , 21.00,          23.25
287,17835,H20W 12V HALOGENA                                            ,LAMPARAS            ,NARVA                                   , 21.00,          24.15
287,68161,H6W 12V HALOGENA                                             ,LAMPARAS            ,NARVA                                   , 21.00,          26.50
287,68168,HS2 12V 15W HALOGENA                                         ,LAMPARAS            ,NARVA                                   , 21.00,          32.10
287,68191,H21W 12V HALOGENA                                            ,LAMPARAS            ,NARVA                                   , 21.00,          28.45
287,68196,H21W 24V 4W HALOGENA                                         ,LAMPARAS            ,NARVA                                   , 21.00,          44.15
287,17035,12V 1.2W (NEGRO)                                             ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.00
287,17036,12V 1.2W (NEGRO)                                             ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.00
287,17057,12V 2W (VERDE)                                               ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.60
287,17058,12V 2W (AZUL)                                                ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.60
287,17038,24V 1.2W (GRIS)                                              ,PORTALAMPARAS       ,NARVA                                   , 21.00,           6.45
287,17039,24V 1.2W (GRIS)                                              ,PORTALAMPARAS       ,NARVA                                   , 21.00,           6.45
287,17022,24V 2W (AMARILLO)                                            ,PORTALAMPARAS       ,NARVA                                   , 21.00,          19.00
287,17032,12V 1.2W OPALINA                                             ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.10
287,17037,12V 1.2W                                                     ,PORTALAMPARAS       ,NARVA                                   , 21.00,           1.65
287,17073,12V 2.3W                                                     ,PORTALAMPARAS       ,NARVA                                   , 21.00,           2.85
287,17040,24V 1.2W                                                     ,PORTALAMPARAS       ,NARVA                                   , 21.00,           2.15
287,17059,12V 2W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           3.95
287,17097,12V 3W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           1.75
287,17177,12V 5W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           1.45
287,17169,12V 5W AMBAR                                                 ,PORTALAMPARAS       ,NARVA                                   , 21.00,           7.35
287,17189,12V 5W SUPER BLANCA                                          ,PORTALAMPARAS       ,NARVA                                   , 21.00,          16.85
287,17069,24V 2W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           5.00
287,17109,24V 3W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           2.30
287,17197,24V 5W                                                       ,PORTALAMPARAS       ,NARVA                                   , 21.00,           2.40
287,70715,12V 5W HALOGENA                                              ,PORTALAMPARAS       ,NARVA                                   , 21.00,          22.95
287,70717,12V 5W SUPER BLANCA                                          ,PORTALAMPARAS       ,NARVA                                   , 21.00,          33.75
287,70761,12V 10W HALOGENA                                             ,PORTALAMPARAS       ,NARVA                                   , 21.00,          22.95
287,17122,TUBULAR 11X35MM 6V 5W                                        ,LAMPARAS            ,NARVA                                   , 21.00,           2.95
287,17503,TUBULAR 15.5X41MM 6V 18W                                     ,LAMPARAS            ,NARVA                                   , 21.00,          13.70
287,17094,TUBULAR 8X28MM 12V 3W                                        ,LAMPARAS            ,NARVA                                   , 21.00,           6.85
287,17125,TUBULAR 11X35MM 12V 5W                                       ,LAMPARAS            ,NARVA                                   , 21.00,           2.85
287,17175,TUBULAR 11X41MM 12V 5W                                       ,LAMPARAS            ,NARVA                                   , 21.00,           3.65
287,17314,TUBULAR 11X41MM 12V 10W                                      ,LAMPARAS            ,NARVA                                   , 21.00,           2.85
287,17315,TUBULAR 11X28MM 12V 10W                                      ,LAMPARAS            ,NARVA                                   , 21.00,           3.65
287,17316,TUBULAR 11X35MM 12V 10W                                      ,LAMPARAS            ,NARVA                                   , 21.00,           3.50
287,17512,TUBULAR 15.5X41MM 12V 18W                                    ,LAMPARAS            ,NARVA                                   , 21.00,           7.35
287,17634,TUBULAR 15.5X41MM 12V 21W                                    ,LAMPARAS            ,NARVA                                   , 21.00,           9.15
287,17104,TUBULAR 8X28MM 24V 3W                                        ,LAMPARAS            ,NARVA                                   , 21.00,           8.40
287,17136,TUBULAR 11X35MM 24V 5W                                       ,LAMPARAS            ,NARVA                                   , 21.00,           3.50
287,17185,TUBULAR 11X41MM 24V 5W                                       ,LAMPARAS            ,NARVA                                   , 21.00,           3.35
287,17327,TUBULAR 11X41MM 24V 10W                                      ,LAMPARAS            ,NARVA                                   , 21.00,           4.15
287,17522,TUBULAR 15.5X41MM 24V 18W                                    ,LAMPARAS            ,NARVA                                   , 21.00,           8.60
287,49174,12V 45W (TRACTOR)                                            ,LAMPARAS            ,NARVA                                   , 21.00,          39.05
287,49183,24V 45W (TRACTOR)                                            ,LAMPARAS            ,NARVA                                   , 21.00,          45.25
287,49062,6V 35W                                                       ,LAMPARAS            ,NARVA                                   , 21.00,          39.55
287,49072,12V 35W                                                      ,LAMPARAS            ,NARVA                                   , 21.00,          40.50
287,49082,24V 35W                                                      ,LAMPARAS            ,NARVA                                   , 21.00,          44.75
287,49441,6V 15/15W TIPO BOSCH                                         ,LAMPARAS            ,NARVA                                   , 21.00,          17.35
287,49461,6V 25/25W TIPO BOSCH                                         ,LAMPARAS            ,NARVA                                   , 21.00,          17.35
287,49521,6V 35/35W TIPO BOSCH                                         ,LAMPARAS            ,NARVA                                   , 21.00,          21.10
287,49471,12V 25/25W TIPO BOSCH                                        ,LAMPARAS            ,NARVA                                   , 21.00,          16.85
287,49531,12V 35/35W TIPO BOSCH                                        ,LAMPARAS            ,NARVA                                   , 21.00,          15.25
287,49671,12V 45/40W TIPO BOSCH                                        ,LAMPARAS            ,NARVA                                   , 21.00,          14.75
287,49681,24V 45/40W TIPO BOSCH                                        ,LAMPARAS            ,NARVA                                   , 21.00,          19.10
287,49019,BALIZA 12V 25W                                               ,LAMPARAS            ,NARVA                                   , 21.00,          37.90
287,48049,BALIZA (796) 12.8V 35W                                       ,LAMPARAS            ,NARVA                                   , 21.00,          30.50
287,48063,BALIZA (795) 12.8V 50W                                       ,LAMPARAS            ,NARVA                                   , 21.00,          31.55
287,48073,BALIZA (795X) 12.8V 50W                                      ,LAMPARAS            ,NARVA                                   , 21.00,          35.30
287,49021,BALIZA 24V 25W                                               ,LAMPARAS            ,NARVA                                   , 21.00,          52.45
287,49004,MOTO 6V 15W                                                  ,LAMPARAS            ,NARVA                                   , 21.00,          11.00
287,49014,12V 15W MOTO                                                 ,LAMPARAS            ,NARVA                                   , 21.00,          11.00
287,68167,TECLA (891) 12.8V 8W                                         ,LAMPARAS            ,NARVA                                   , 21.00,          23.35
287,84002,XENON 85V 35W                                                ,LAMPARAS            ,NARVA                                   , 21.00,         810.34
287,84006,XENON 85V 35W                                                ,LAMPARAS            ,NARVA                                   , 21.00,         810.34
287,48076,HALOGENA H8 12V 35W                                          ,LAMPARAS            ,NARVA                                   , 21.00,         114.45
287,48077,HALOGENA H9 12V 65W                                          ,LAMPARAS            ,NARVA                                   , 21.00,         200.20
287,48078,HALOGENA H11 12V 55W                                         ,LAMPARAS            ,NARVA                                   , 21.00,         123.90
293,1000,LLAVE DE 1 PUNTO                                             ,LLAVE 1 PUNTO       ,VEYPA (135)                             , 21.00,           6.73
293,1000-M      ,C/TERMINAL PALA                                              ,LLAVE 1 PUNTO       ,VEYPA (135)                             , 21.00,           6.73
293,1001,TABLERO                                                      ,LLAVE 1 PUNTO       ,VEYPA (135)                             , 21.00,           9.61
293,1001-L      ,TABLERO BUJE LARGO                                           ,LLAVE 1 PUNTO       ,VEYPA (135)                             , 21.00,           9.61
293,1002,3 PUNTOS TABLERO                                             ,LLAVE INVERSORA     ,VEYPA (135)                             , 21.00,          11.85
293,1003,PRECALENTAMIENTO Y ARRANQUE                                  ,LLAVE PRECALENTAMIE.,VEYPA (135)                             , 21.00,          74.40
293,1004,CONTROL BUJIA INCANDESCENTE                                  ,OJO CONTROL INCANDES,VEYPA (135)                             , 21.00,          26.99
293,1005-M      ,MERCEDES BENZ                                                ,LLAVE CONTACTO Y LUZ,VEYPA (135)                             , 21.00,          36.26
293,1005-R      ,RASTROJERO UNIVERSAL                                         ,LLAVE CONTACTO Y LUZ,VEYPA (135)                             , 21.00,          36.26
293,1006,PLAQUETA INTERR.UNIVERSAL MOT. ALTA Y BAJA                   ,PLAQUETA ALTA Y BAJA,VEYPA (135)                             , 21.00,          21.20
293,1007-M      ,MERCEDES BENZ TABLERO                                        ,BOTON DE ARRANQUE   ,VEYPA (135)                             , 21.00,          17.20
293,1007-R      ,RASTROJERO UNIVERSAL TABLERO                                 ,BOTON DE ARRANQUE   ,VEYPA (135)                             , 21.00,          17.20
293,1008-3      ,LLAVE DE CONTACTO LUCES 3P UNI -VERSAL DIESEL                ,LLAVE CONTACTO Y LUZ,VEYPA (135)                             , 21.00,          41.31
293,1008-4      ,LLAVE DE CONTACTO LUCES 4P UNI -VERSAL TRACTOR               ,LLAVE CONTACTO Y LUZ,VEYPA (135)                             , 21.00,          41.31
293,1009,CROMADO FINO APLICACION 1005-M                               ,LLAVIN              ,VEYPA (135)                             , 21.00,           6.43
293,1010,6 POLOS                                                      ,CAJA DE CONEXIONES  ,VEYPA (135)                             , 21.00,          40.00
293,1011,CAPOT                                                        ,BOTON DE PUERTA     ,VEYPA (135)                             , 21.00,           8.22
293,1012,CABLE MASA                                                   ,TERMINALES          ,VEYPA (135)                             , 21.00,           8.60
293,1013,CROMADO GRUESO APLICACION 1005 -R /1008-3 /1008-4            ,LLAVIN              ,VEYPA (135)                             , 21.00,           6.43
293,1016,LL/PRECALENT.ARRANQUE DE TIRAR                               ,LLAVE PRECALENTAMIE.,VEYPA (135)                             , 21.00,          26.92
293,1017,BASE PORTAFUSIBLE 2F REFORZADA                               ,PORTAFUSIBLES       ,VEYPA (135)                             , 21.00,          28.04
293,1018-M      ,6 FUSUBLES C/TAPA TERMINAL PA- LA ZINCADO                    ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          40.08
293,1018-R      ,6 FUSIBLES C/TAPA PARA CABLE - C/TERMINAL                    ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          36.45
293,1018-MD     ,6 FUSIBLES C/TAPA ESPECIAL RAS -TROJERO                      ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          40.08
293,1019-M      ,10 FUSIBLES C/TAPA TERMINAL -  ZINCADO MERCEDES BENZ         ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          58.51
293,1019-R      ,10 FUSIBLES C/TAPA PARA CABLE- C/TERMINAL M.BENZ UNIVERSAL   ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          51.85
293,1020-M      ,12 FUSIBLES C/TAPA TERMINAL PA -LA ZINCADO MERCEDES BENZ     ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          68.88
293,1020-R      ,12 FUSIBLES C/TAPA PARA CABLE- C/TERMINAL M.BENZ UNIVERSAL   ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          61.57
293,1021,2 CONTACTOS MERCEDES BENZ UNI- VERSAL                        ,PUENTE DE CONEXIONES,VEYPA (135)                             , 21.00,           5.31
293,1022,6 CONTACTOS MERCEDES BENZ UNI- VERSAL                        ,PUENTE DE CONEXIONES,VEYPA (135)                             , 21.00,          10.09
293,1023,5 CONTACTOS MERCEDES BENZ UNI- VERSAL                        ,PUENTE DE CONEXIONES,VEYPA (135)                             , 21.00,           9.16
293,1024,8 CONTACTOS MERCEDES BENZ UNI- VERSAL                        ,PUENTE DE CONEXIONES,VEYPA (135)                             , 21.00,          12.41
293,1025,6 FUSIBLES                                                   ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          32.41
293,1026,4 FUSIBLES                                                   ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          24.11
293,1027-C      ,VELOCIDAD PALANCA CURVA                                      ,LLAVE ALTA Y BAJA   ,VEYPA (135)                             , 21.00,          28.60
293,1027-D      ,VELOCIDAD PALANCA DERECHA                                    ,LLAVE ALTA Y BAJA   ,VEYPA (135)                             , 21.00,          28.60
293,1028,LL/PRECALENTAMIENTO Y ARRANQUE                               ,LLAVE PRECALENTAMIE.,VEYPA (135)                             , 21.00,          32.41
293,1040,3 PUNTOS 6 TERMINALES C/TORNI- LLO                           ,LLAVE DE LUCES      ,VEYPA (135)                             , 21.00,          54.10
293,1041,3 PUNTOS 7 TERMINALES                                        ,LLAVE DE LUCES      ,VEYPA (135)                             , 21.00,          54.10
293,1042,4 PUNTOS 6 TERMINALES                                        ,LLAVE DE LUCES      ,VEYPA (135)                             , 21.00,          54.10
293,1043,3 PUNTOS 6 TERMINALES PALA                                   ,LLAVE DE LUCES      ,VEYPA (135)                             , 21.00,          54.10
293,1045,FORD                                                         ,CAMBIO LUZ DE PISO  ,VEYPA (135)                             , 21.00,          11.22
293,1046,GM                                                           ,CAMBIO LUZ DE PISO  ,VEYPA (135)                             , 21.00,          11.22
293,1047,DODGE                                                        ,CAMBIO LUZ DE PISO  ,VEYPA (135)                             , 21.00,          11.22
293,1050,10 FUSIBLES                                                  ,FUSIBLERA           ,VEYPA (135)                             , 21.00,          46.17
293,1052,ENCENDIDO LUCES BAJAS 12V                                    ,MODULO              ,VEYPA (135)                             , 21.00,          76.45
293,1054,ENCENDIDO LUCES BAJAS 24V                                    ,MODULO              ,VEYPA (135)                             , 21.00,          81.88
293,1055,LUZ PILOTO                                                   ,LUZ PILOTO          ,VEYPA (135)                             , 21.00,          94.40
296,055ZA13     ,MITSUBISHI CELESTE-LANCER-SAPO RO-PICK UP ETC.ARBOL BALANCEA.,CORREAS             ,HOSHI                                   , 21.00,          24.73
296,065YU13     ,HYUNDAI-MITSUBISHI VARIOS ARBO L BALANCEADOR                 ,CORREAS             ,HOSHI                                   , 21.00,          30.28
296,069ZA19     ,NISSAN VARIOS BOMBA INYECTORA                                ,CORREAS             ,HOSHI                                   , 21.00,          37.35
296,070RU16     ,HONDA ACCORD-PRELUDE 16V ARBOL BALANCEADOR                   ,CORREAS             ,HOSHI                                   , 21.00,          38.53
296,083ZB19     ,HYUNDAI H100 H/94 - MITSUBISHI L200-L300 ARBOL BALANCEADOR   ,CORREAS             ,HOSHI                                   , 21.00,          43.07
296,084ZA19     ,SUZUKI SAMURAI 1.0 81/86x                                    ,CORREAS             ,HOSHI                                   , 21.00,          31.10
296,090ZA19     ,DAIHATSU CUORE-WIDE CAB                                      ,CORREAS             ,HOSHI                                   , 21.00,          28.94
296,092RU22     ,HYUNDAI VARIOS M/1.5 12V D/94x                               ,CORREAS             ,HOSHI                                   , 21.00,          69.80
296,097RU19     ,SUZUKI SWIFT 1.0 93/96x                                      ,CORREAS             ,HOSHI                                   , 21.00,          33.31
296,099YU19     ,HYUNDAI-MITSUBISHI DIESEL                                    ,CORREAS             ,HOSHI                                   , 21.00,          55.52
296,101YU20     ,HYUNDAI ATOZ-PRIME 1.0 D/98x                                 ,CORREAS             ,HOSHI                                   , 21.00,          70.66
296,101RU30     ,MAZDA PICK UP B2500 DIESEL                                   ,CORREAS             ,HOSHI                                   , 21.00,         114.57
296,103Y19      ,DAIHATSU MIVA-MOVE-SIRION 1.0- 12V 88/99x                    ,CORREAS             ,HOSHI                                   , 21.00,          98.76
296,103RU25     ,CHEVROLET-HONDA-ROVER-SUZUKI                                 ,CORREAS             ,HOSHI                                   , 21.00,          78.40
296,105RU22     ,HYUNDAI ACCENT-EXCEL MOT 1.5 - 16V D/96x                     ,CORREAS             ,HOSHI                                   , 21.00,          82.44
296,106RU24     ,HONDA CIVIC 1.5 16V 88/96x                                   ,CORREAS             ,HOSHI                                   , 21.00,          84.29
296,107RU24     ,HONDA CIVIC 1.6 SOHC 16V D/96x PRELUDE 2.0 12V /ROVER SOHC   ,CORREAS             ,HOSHI                                   , 21.00,          77.39
296,107YU25     ,DAEWOO-MITSUBISHI VARIOS MOD.                                ,CORREAS             ,HOSHI                                   , 21.00,          56.19
296,108RU25     ,KIA SPORTAGE 2.0 8V D/94x-MAZD A 626 2.0 87/92x              ,CORREAS             ,HOSHI                                   , 21.00,          84.45
296,111Y25      ,DAIHATSU MIVA-MOVE-SIRION 1.0- 12V D/99x                     ,CORREAS             ,HOSHI                                   , 21.00,         105.13
296,111YU29     ,MITSUBISHI COLT-PROTON 416 16V                               ,CORREAS             ,HOSHI                                   , 21.00,         109.35
296,113RU24     ,HONDA ACCORD-PRELUDE /ROVER                                  ,CORREAS             ,HOSHI                                   , 21.00,          83.11
296,117RU22     ,FORD FIESTA-FOCUS /MAZDA 121                                 ,CORREAS             ,HOSHI                                   , 21.00,          65.61
296,119ZB32     ,ISUZU PICK UP-TROOPER DIESEL - MOT.2.5-2.8-3.1               ,CORREAS             ,HOSHI                                   , 21.00,          65.61
296,123RU29     ,MITSUBISHI GALANT-SPACE W.D/93                               ,CORREAS             ,HOSHI                                   , 21.00,         126.18
296,124RU24     ,CHRYSLER-DODGE-HONDA-ROVER                                   ,CORREAS             ,HOSHI                                   , 21.00,          92.36
296,129R31      ,TOYOTA HI LUX-LANDCRUISER-4 RU NNER                          ,CORREAS             ,HOSHI                                   , 21.00,         105.32
296,149RU30     ,NISSAN PATROL MOT.RD28-RD28T                                 ,CORREAS             ,HOSHI                                   , 21.00,         144.68
296,151S8M19    ,AUDI A6 20V-NISSAN AD W.-SENTR A-SUNNY                       ,CORREAS             ,HOSHI                                   , 21.00,         111.04
296,153RU26     ,RENAULT CLIO II-KANGOO-LAGUNA- MEGANE-SCENIC /MAZDA 323-626  ,CORREAS             ,HOSHI                                   , 21.00,         112.72
296,153RU29     ,HYUNDAI-MITSUBISHI VARIOS 16V                                ,CORREAS             ,HOSHI                                   , 21.00,         141.32
296,162S8M25    ,CHEVROLET-KIA-SUZUKI                                         ,CORREAS             ,HOSHI                                   , 21.00,          92.53
296,163ZB25     ,HYUNDAI FURGON-MITSUBISHI P.UP -L200-MONTERO 2.5D-TD 93/94x  ,CORREAS             ,HOSHI                                   , 21.00,          82.44
296,163RU25     ,RENAULT LAGUNA DIESEL-HYUNDAI- MITSUBISHI                    ,CORREAS             ,HOSHI                                   , 21.00,         117.26
296,173S8M30    ,MAZDA MPV MOT.3.0 V6 D/96x                                   ,CORREAS             ,HOSHI                                   , 21.00,         152.59
296,193S8M32    ,TOYOTA 4 RUNNER 3.0 V6 89/96x                                ,CORREAS             ,HOSHI                                   , 21.00,         289.37
296,211YU30     ,SUBARU IMPREZZA-LEGACY-S.WAGON 1.6-1.8-2.0-2.2 89/96x        ,CORREAS             ,HOSHI                                   , 21.00,          92.53
296,223S8M32    ,ISUZU AMIGO-RODEO-TROOPER MOT. 3.2 V6 D/92x                  ,CORREAS             ,HOSHI                                   , 21.00,         277.76
296,223YU27     ,SUBARU IMPREZZA 1.6-1.8-2.0 D/ 99x-FORESTER 2.0              ,CORREAS             ,HOSHI                                   , 21.00,         373.49
296,281YU30     ,SUBARU IMPREZZA TURBO 2.0 D/93 -LEGACY 2.5 D/96x             ,CORREAS             ,HOSHI                                   , 21.00,         260.77
298,1650FIAT    ,FIAT REGATTA TODOS-SPAZIO D/95                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          44.20
298,1660FIAT    ,FIAT DUNA-UNO TODOS                                          ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          48.31
298,1666,FIAT PALIO-SIENA-WEEKEND-STRAD                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          46.88
298,1667,FIAT PALIO-WEEKEND (2 SALIDAS)                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          52.42
298,1673,FIAT DUNA-UNO (94003057)                                     ,BIDONES             ,INDUMAG (101)                           , 21.00,          56.14
298,1674,FIAT DUNA-UNO (94003160)                                     ,BIDONES             ,INDUMAG (101)                           , 21.00,          56.14
298,1650FORD    ,FORD CAMION-P.UP-ESCORT-SIERRA -FALCON                       ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          44.20
298,1661FORD    ,FORD ORION TODOS                                             ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          47.71
298,1664,FORD FIESTA-ESCORT-KA-MONDEO-F OCUS (17K624 AA)              ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          52.42
298,1665,FORD 2 SAL.FIESTA-ESCORT-KA-MO NDEO-FOCUS (17K624 BA)        ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          56.14
298,1650PEUGEOT ,PEUGEOT 405-505                                              ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          44.20
298,1650RENAULT ,RENAULT 18-TRAFFIC D/92x                                     ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          44.20
298,1663,RENAULT CLIO-19 TODOS                                        ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          37.64
298,1722,RENAULT 18-TRAFIC (7702099598)                               ,BIDONES             ,INDUMAG (101)                           , 21.00,          31.86
298,5137,RENAULT 19 (7702218696)                                      ,BIDONES             ,INDUMAG (101)                           , 21.00,          63.54
298,5138,RENAULT 19 (7702218695)                                      ,BIDONES             ,INDUMAG (101)                           , 21.00,          63.54
298,5139,RENAULT CLIO 2 BOMBAS                                        ,BIDONES             ,INDUMAG (101)                           , 21.00,          59.01
298,5140,RENAULT CLIO 1 BOMBA                                         ,BIDONES             ,INDUMAG (101)                           , 21.00,          59.01
298,1654,TOYOTA PICK UP-HILUX                                         ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          51.82
298,5412,TOYOTA HILUX (85310-35131-A)                                 ,BIDONES             ,INDUMAG (101)                           , 21.00,          54.48
298,1650VW      ,VW GACEL-SENDA H/91-KOMBI-1500                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          44.20
